inspection_id,batch_id,material_id,inspection_type,reason,opened_datetime,closed_datetime,status,labour_hours,external_cost_aud,outcome
INSP00325,B027,M00895,Treatment Information Verification,Synthetic inspection triggered by risk flags on the material record.,2025-10-03T22:49:00,2025-10-05T06:49:00,Completed,2.4,86.85,Cleared
INSP00326,B027,M00896,Manual Material Review,Synthetic inspection triggered by risk flags on the material record.,2025-10-01T18:49:00,2025-10-04T00:49:00,Completed,3.6,214.77,Cleared
INSP00327,B027,M00899,Treatment Information Verification,Synthetic inspection triggered by risk flags on the material record.,2025-09-30T22:49:00,2025-10-03T06:49:00,Completed,2.7,268.56,Route Changed
INSP00328,B027,M00901,Treatment Information Verification,Synthetic inspection triggered by risk flags on the material record.,2025-10-01T20:49:00,2025-10-03T01:49:00,Completed,3.9,328.30,Cleared
INSP00329,B027,M00902,Routing Verification,Synthetic inspection triggered by risk flags on the material record.,2025-10-03T21:49:00,2025-10-07T01:49:00,Completed,1.6,148.95,Cleared
INSP00330,B027,M00904,Manual Material Review,Synthetic inspection triggered by risk flags on the material record.,2025-10-01T22:49:00,2025-10-04T01:49:00,Completed,3.4,352.38,Cleared
INSP00331,B027,M00905,Record Review,Synthetic inspection triggered by risk flags on the material record.,2025-09-29T23:49:00,2025-10-03T02:49:00,Completed,1.0,318.30,Cleared
INSP00332,B027,M00906,Treatment Information Verification,Synthetic inspection triggered by risk flags on the material record.,2025-09-30T00:49:00,2025-10-04T01:49:00,Completed,3.8,87.86,Cleared
INSP00333,B027,M00908,Routing Verification,Synthetic inspection triggered by risk flags on the material record.,2025-10-01T21:49:00,2025-10-07T05:49:00,Completed,1.7,135.55,Cleared
INSP00334,B027,M00909,Quality Verification,Synthetic inspection triggered by risk flags on the material record.,2025-09-29T23:49:00,2025-10-04T00:49:00,Completed,2.3,381.86,Special Handling
INSP00335,B027,M00910,Record Review,Synthetic inspection triggered by risk flags on the material record.,2025-09-29T21:49:00,2025-10-03T03:49:00,Completed,2.0,261.25,Special Handling
INSP00336,B027,M00911,Manual Material Review,Synthetic inspection triggered by risk flags on the material record.,2025-09-30T21:49:00,2025-10-04T03:49:00,Completed,1.5,401.56,Cleared
INSP00337,B027,M00912,Treatment Information Verification,Synthetic inspection triggered by risk flags on the material record.,2025-10-01T21:49:00,2025-10-04T00:49:00,Completed,4.0,106.00,Cleared
INSP00338,B027,M00913,Record Review,Synthetic inspection triggered by risk flags on the material record.,2025-09-30T17:49:00,2025-10-05T20:49:00,Completed,3.6,93.85,Cleared
INSP00339,B028,M00914,Manual Material Review,Synthetic inspection triggered by risk flags on the material record.,2025-10-09T02:30:00,2025-10-11T06:30:00,Completed,2.9,285.48,Cleared
INSP00340,B028,M00915,Manual Material Review,Synthetic inspection triggered by risk flags on the material record.,2025-10-07T02:30:00,2025-10-12T04:30:00,Completed,1.7,249.63,Cleared
INSP00341,B028,M00917,Manual Material Review,Synthetic inspection triggered by risk flags on the material record.,2025-10-06T20:30:00,2025-10-07T23:30:00,Completed,1.1,356.70,Cleared
INSP00342,B028,M00918,Routing Verification,Synthetic inspection triggered by risk flags on the material record.,2025-10-07T22:30:00,2025-10-13T01:30:00,Completed,1.4,286.02,Special Handling
INSP00343,B028,M00920,Record Review,Synthetic inspection triggered by risk flags on the material record.,2025-10-06T22:30:00,2025-10-11T04:30:00,Completed,1.9,406.90,Cleared
INSP00344,B028,M00922,Quality Verification,Synthetic inspection triggered by risk flags on the material record.,2025-10-09T19:30:00,2025-10-12T03:30:00,Completed,2.4,333.32,Cleared
INSP00345,B028,M00925,Manual Material Review,Synthetic inspection triggered by risk flags on the material record.,2025-10-07T21:30:00,2025-10-11T22:30:00,Completed,2.1,189.80,Cleared
INSP00346,B028,M00929,Quality Verification,Synthetic inspection triggered by risk flags on the material record.,2025-10-07T23:30:00,2025-10-09T02:30:00,Completed,3.3,430.21,Cleared
INSP00347,B028,M00934,Treatment Information Verification,Synthetic inspection triggered by risk flags on the material record.,2025-10-07T00:30:00,2025-10-12T02:30:00,Completed,0.9,69.19,Cleared
INSP00348,B028,M00938,Record Review,Synthetic inspection triggered by risk flags on the material record.,2025-10-06T23:30:00,2025-10-08T07:30:00,Completed,3.9,21.67,Cleared
INSP00349,B028,M00953,Record Review,Synthetic inspection triggered by risk flags on the material record.,2025-10-06T21:30:00,2025-10-08T01:30:00,Completed,2.9,24.19,Cleared
INSP00350,B028,M00954,Treatment Information Verification,Synthetic inspection triggered by risk flags on the material record.,2025-10-10T18:30:00,2025-10-15T23:30:00,Completed,1.6,278.26,Special Handling
INSP00351,B028,M00955,Record Review,Synthetic inspection triggered by risk flags on the material record.,2025-10-06T19:30:00,2025-10-10T20:30:00,Completed,2.9,319.70,Cleared
INSP00352,B028,M00956,Treatment Information Verification,Synthetic inspection triggered by risk flags on the material record.,2025-10-07T20:30:00,2025-10-09T04:30:00,Completed,1.5,221.14,Cleared
INSP00353,B029,M00957,Quality Verification,Synthetic inspection triggered by risk flags on the material record.,2025-10-19T21:33:00,2025-10-22T22:33:00,Completed,3.2,280.65,Cleared
INSP00354,B029,M00959,Record Review,Synthetic inspection triggered by risk flags on the material record.,2025-10-16T21:33:00,2025-10-20T00:33:00,Completed,3.6,10.02,Cleared
INSP00355,B029,M00963,Treatment Information Verification,Synthetic inspection triggered by risk flags on the material record.,2025-10-20T02:33:00,2025-10-24T08:33:00,Completed,0.8,274.35,Cleared
INSP00356,B029,M00966,Record Review,Synthetic inspection triggered by risk flags on the material record.,2025-10-18T19:33:00,2025-10-19T23:33:00,Completed,1.3,441.35,Cleared
INSP00357,B029,M00968,Quality Verification,Synthetic inspection triggered by risk flags on the material record.,2025-10-20T01:33:00,2025-10-23T04:33:00,Completed,2.6,95.36,Special Handling
INSP00358,B029,M00976,Manual Material Review,Synthetic inspection triggered by risk flags on the material record.,2025-10-18T23:33:00,2025-10-21T06:33:00,Completed,3.4,24.18,Route Changed
INSP00359,B029,M00981,Treatment Information Verification,Synthetic inspection triggered by risk flags on the material record.,2025-10-19T23:33:00,2025-10-24T07:33:00,Completed,3.0,48.30,Special Handling
INSP00360,B029,M00982,Routing Verification,Synthetic inspection triggered by risk flags on the material record.,2025-10-16T22:33:00,2025-10-22T06:33:00,Completed,1.0,401.05,Cleared
INSP00361,B031,M00984,Record Review,Synthetic inspection triggered by risk flags on the material record.,2025-11-11T17:44:00,2025-11-15T19:44:00,Completed,3.3,381.23,Cleared
INSP00362,B031,M00991,Record Review,Synthetic inspection triggered by risk flags on the material record.,2025-11-09T21:44:00,2025-11-11T22:44:00,Completed,1.1,228.96,Cleared
INSP00363,B031,M00992,Treatment Information Verification,Synthetic inspection triggered by risk flags on the material record.,2025-11-08T01:44:00,2025-11-12T04:44:00,Completed,2.8,28.35,Cleared
INSP00364,B031,M00993,Record Review,Synthetic inspection triggered by risk flags on the material record.,2025-11-10T21:44:00,2025-11-15T22:44:00,Completed,3.6,166.01,Special Handling
INSP00365,B031,M01005,Treatment Information Verification,Synthetic inspection triggered by risk flags on the material record.,2025-11-09T22:44:00,2025-11-15T06:44:00,Completed,0.6,259.60,Cleared
INSP00366,B031,M01009,Routing Verification,Synthetic inspection triggered by risk flags on the material record.,2025-11-07T19:44:00,2025-11-08T21:44:00,Completed,3.8,222.84,Cleared
INSP00367,B031,M01013,Treatment Information Verification,Synthetic inspection triggered by risk flags on the material record.,2025-11-10T18:44:00,2025-11-15T22:44:00,Completed,2.2,101.93,Cleared
INSP00368,B031,M01014,Record Review,Synthetic inspection triggered by risk flags on the material record.,2025-11-11T22:44:00,2025-11-17T03:44:00,Completed,1.3,361.75,Cleared
INSP00369,B031,M01017,Record Review,Synthetic inspection triggered by risk flags on the material record.,2025-11-10T01:44:00,2025-11-12T08:44:00,Completed,3.1,299.98,Special Handling
INSP00370,B031,M01018,Routing Verification,Synthetic inspection triggered by risk flags on the material record.,2025-11-07T17:44:00,2025-11-11T18:44:00,Completed,1.8,424.65,Cleared
INSP00371,B030,M01019,Routing Verification,Synthetic inspection triggered by risk flags on the material record.,2025-10-28T19:02:00,,Open,1.9,74.94,
INSP00372,B030,M01020,Quality Verification,Synthetic inspection triggered by risk flags on the material record.,2025-10-28T00:02:00,,Open,1.7,241.11,
INSP00373,B030,M01021,Record Review,Synthetic inspection triggered by risk flags on the material record.,2025-10-26T19:02:00,,Open,2.7,35.12,
INSP00374,B030,M01022,Routing Verification,Synthetic inspection triggered by risk flags on the material record.,2025-10-26T20:02:00,,Open,0.8,90.83,
INSP00375,B030,M01023,Treatment Information Verification,Synthetic inspection triggered by risk flags on the material record.,2025-10-26T02:02:00,,Open,3.0,260.90,
INSP00376,B030,M01024,Routing Verification,Synthetic inspection triggered by risk flags on the material record.,2025-10-28T01:02:00,,Open,0.6,153.68,
INSP00377,B030,M01025,Routing Verification,Synthetic inspection triggered by risk flags on the material record.,2025-10-26T00:02:00,,Open,2.5,127.36,
INSP00378,B030,M01026,Record Review,Synthetic inspection triggered by risk flags on the material record.,2025-10-27T02:02:00,,Open,3.9,360.65,
INSP00379,B030,M01027,Quality Verification,Synthetic inspection triggered by risk flags on the material record.,2025-10-27T19:02:00,,Open,1.1,152.55,
INSP00380,B030,M01028,Record Review,Synthetic inspection triggered by risk flags on the material record.,2025-10-25T01:02:00,,Open,4.0,212.28,
INSP00381,B030,M01029,Treatment Information Verification,Synthetic inspection triggered by risk flags on the material record.,2025-10-25T22:02:00,,Open,2.9,96.10,
INSP00382,B030,M01030,Quality Verification,Synthetic inspection triggered by risk flags on the material record.,2025-10-29T01:02:00,,Open,0.7,334.52,
INSP00383,B030,M01031,Record Review,Synthetic inspection triggered by risk flags on the material record.,2025-10-27T20:02:00,,Open,3.2,175.12,
INSP00384,B030,M01032,Record Review,Synthetic inspection triggered by risk flags on the material record.,2025-10-24T19:02:00,,Open,0.5,178.41,
INSP00385,B030,M01033,Routing Verification,Synthetic inspection triggered by risk flags on the material record.,2025-10-29T00:02:00,,Open,3.6,335.17,
INSP00386,B030,M01034,Treatment Information Verification,Synthetic inspection triggered by risk flags on the material record.,2025-10-27T23:02:00,,Open,1.2,310.71,
INSP00387,B030,M01035,Record Review,Synthetic inspection triggered by risk flags on the material record.,2025-10-27T21:02:00,,Open,2.3,222.00,
INSP00388,B030,M01036,Manual Material Review,Synthetic inspection triggered by risk flags on the material record.,2025-10-27T18:02:00,,Open,3.2,444.90,
INSP00389,B030,M01037,Record Review,Synthetic inspection triggered by risk flags on the material record.,2025-10-26T02:02:00,,Open,3.6,260.09,
INSP00390,B030,M01038,Routing Verification,Synthetic inspection triggered by risk flags on the material record.,2025-10-24T18:02:00,,Open,2.8,291.64,
INSP00391,B030,M01039,Routing Verification,Synthetic inspection triggered by risk flags on the material record.,2025-10-28T21:02:00,,Open,0.8,32.49,
INSP00392,B030,M01040,Manual Material Review,Synthetic inspection triggered by risk flags on the material record.,2025-10-27T19:02:00,,Open,3.2,341.03,
INSP00393,B030,M01041,Quality Verification,Synthetic inspection triggered by risk flags on the material record.,2025-10-27T21:02:00,,Open,2.0,333.13,
INSP00394,B030,M01042,Manual Material Review,Synthetic inspection triggered by risk flags on the material record.,2025-10-24T22:02:00,,Open,3.5,16.69,
INSP00395,B030,M01043,Routing Verification,Synthetic inspection triggered by risk flags on the material record.,2025-10-25T02:02:00,,Open,1.5,289.38,
INSP00396,B030,M01044,Treatment Information Verification,Synthetic inspection triggered by risk flags on the material record.,2025-10-24T20:02:00,,Open,2.9,38.06,
INSP00397,B030,M01045,Treatment Information Verification,Synthetic inspection triggered by risk flags on the material record.,2025-10-27T23:02:00,,Open,2.6,185.33,
INSP00398,B030,M01046,Manual Material Review,Synthetic inspection triggered by risk flags on the material record.,2025-10-28T21:02:00,,Open,3.0,0.10,
INSP00399,B030,M01047,Routing Verification,Synthetic inspection triggered by risk flags on the material record.,2025-10-26T20:02:00,,Open,1.5,259.74,
INSP00400,B030,M01048,Quality Verification,Synthetic inspection triggered by risk flags on the material record.,2025-10-27T02:02:00,,Open,1.6,183.68,
INSP00401,B030,M01049,Record Review,Synthetic inspection triggered by risk flags on the material record.,2025-10-25T01:02:00,,Open,2.7,259.96,
INSP00402,B030,M01050,Quality Verification,Synthetic inspection triggered by risk flags on the material record.,2025-10-29T00:02:00,,Open,3.9,166.60,
INSP00403,B030,M01051,Record Review,Synthetic inspection triggered by risk flags on the material record.,2025-10-25T21:02:00,,Open,3.5,101.64,
INSP00404,B030,M01052,Record Review,Synthetic inspection triggered by risk flags on the material record.,2025-10-25T18:02:00,,Open,1.5,380.42,
INSP00405,B030,M01053,Treatment Information Verification,Synthetic inspection triggered by risk flags on the material record.,2025-10-24T22:02:00,,Open,3.0,164.19,
INSP00406,B030,M01054,Treatment Information Verification,Synthetic inspection triggered by risk flags on the material record.,2025-10-25T21:02:00,,Open,1.7,38.68,
INSP00407,B030,M01055,Quality Verification,Synthetic inspection triggered by risk flags on the material record.,2025-10-27T20:02:00,,Open,0.5,313.18,
INSP00408,B030,M01056,Routing Verification,Synthetic inspection triggered by risk flags on the material record.,2025-10-27T02:02:00,,Open,1.7,90.66,
INSP00409,B030,M01057,Quality Verification,Synthetic inspection triggered by risk flags on the material record.,2025-10-26T00:02:00,,Open,3.5,240.98,
INSP00410,B030,M01058,Record Review,Synthetic inspection triggered by risk flags on the material record.,2025-10-26T20:02:00,,Open,1.4,396.22,
INSP00411,B030,M01059,Treatment Information Verification,Synthetic inspection triggered by risk flags on the material record.,2025-10-29T01:02:00,,Open,3.8,404.91,
INSP00412,B030,M01060,Manual Material Review,Synthetic inspection triggered by risk flags on the material record.,2025-10-28T20:02:00,,Open,2.8,197.87,
INSP00413,B030,M01061,Treatment Information Verification,Synthetic inspection triggered by risk flags on the material record.,2025-10-26T02:02:00,,Open,1.0,87.86,
INSP00414,B030,M01062,Quality Verification,Synthetic inspection triggered by risk flags on the material record.,2025-10-25T22:02:00,,Open,2.1,229.98,
INSP00415,B030,M01063,Routing Verification,Synthetic inspection triggered by risk flags on the material record.,2025-10-27T02:02:00,,Open,1.8,165.06,
INSP00416,B030,M01064,Routing Verification,Synthetic inspection triggered by risk flags on the material record.,2025-10-27T18:02:00,,Open,2.7,146.66,
INSP00417,B030,M01065,Routing Verification,Synthetic inspection triggered by risk flags on the material record.,2025-10-24T18:02:00,,Open,3.4,332.50,
INSP00418,B030,M01066,Quality Verification,Synthetic inspection triggered by risk flags on the material record.,2025-10-28T00:02:00,,Open,3.7,436.27,
INSP00419,B030,M01067,Routing Verification,Synthetic inspection triggered by risk flags on the material record.,2025-10-27T19:02:00,,Open,2.5,32.79,
INSP00420,B030,M01068,Treatment Information Verification,Synthetic inspection triggered by risk flags on the material record.,2025-10-27T02:02:00,,Open,0.9,100.07,
INSP00421,B030,M01069,Manual Material Review,Synthetic inspection triggered by risk flags on the material record.,2025-10-26T01:02:00,,Open,2.6,142.69,
INSP00422,B030,M01070,Record Review,Synthetic inspection triggered by risk flags on the material record.,2025-10-25T22:02:00,,Open,0.7,183.73,
INSP00423,B030,M01071,Routing Verification,Synthetic inspection triggered by risk flags on the material record.,2025-10-25T18:02:00,,Open,2.4,203.63,
INSP00424,B030,M01072,Treatment Information Verification,Synthetic inspection triggered by risk flags on the material record.,2025-10-26T02:02:00,,Open,1.4,417.03,
INSP00425,B030,M01073,Routing Verification,Synthetic inspection triggered by risk flags on the material record.,2025-10-26T02:02:00,,Open,2.5,410.61,
INSP00426,B030,M01074,Quality Verification,Synthetic inspection triggered by risk flags on the material record.,2025-10-28T21:02:00,,Open,3.7,58.94,
INSP00427,B030,M01075,Record Review,Synthetic inspection triggered by risk flags on the material record.,2025-10-29T01:02:00,,Open,1.3,278.46,
INSP00428,B030,M01076,Record Review,Synthetic inspection triggered by risk flags on the material record.,2025-10-26T21:02:00,,Open,3.2,18.30,
INSP00429,B030,M01077,Treatment Information Verification,Synthetic inspection triggered by risk flags on the material record.,2025-10-26T02:02:00,,Open,1.2,303.98,
INSP00430,B030,M01078,Quality Verification,Synthetic inspection triggered by risk flags on the material record.,2025-10-27T23:02:00,,Open,1.3,280.27,
INSP00431,B030,M01079,Record Review,Synthetic inspection triggered by risk flags on the material record.,2025-10-26T21:02:00,,Open,2.3,287.26,
INSP00432,B030,M01080,Routing Verification,Synthetic inspection triggered by risk flags on the material record.,2025-10-26T22:02:00,,Open,0.9,74.28,
INSP00433,B030,M01081,Quality Verification,Synthetic inspection triggered by risk flags on the material record.,2025-10-25T19:02:00,,Open,1.1,24.66,
INSP00434,B030,M01082,Treatment Information Verification,Synthetic inspection triggered by risk flags on the material record.,2025-10-25T20:02:00,,Open,3.8,130.78,
INSP00435,B030,M01083,Quality Verification,Synthetic inspection triggered by risk flags on the material record.,2025-10-25T19:02:00,,Open,1.2,253.84,
INSP00436,B030,M01084,Manual Material Review,Synthetic inspection triggered by risk flags on the material record.,2025-10-29T00:02:00,,Open,3.0,111.88,
INSP00437,B030,M01085,Quality Verification,Synthetic inspection triggered by risk flags on the material record.,2025-10-25T21:02:00,,Open,2.2,89.61,
INSP00438,B030,M01086,Manual Material Review,Synthetic inspection triggered by risk flags on the material record.,2025-10-27T18:02:00,,Open,3.1,422.68,
INSP00439,B030,M01087,Manual Material Review,Synthetic inspection triggered by risk flags on the material record.,2025-10-25T20:02:00,,Open,0.9,17.01,
INSP00440,B030,M01088,Treatment Information Verification,Synthetic inspection triggered by risk flags on the material record.,2025-10-28T21:02:00,,Open,2.5,284.04,
INSP00441,B030,M01089,Treatment Information Verification,Synthetic inspection triggered by risk flags on the material record.,2025-10-27T02:02:00,,Open,2.1,103.43,
INSP00442,B030,M01090,Treatment Information Verification,Synthetic inspection triggered by risk flags on the material record.,2025-10-27T01:02:00,,Open,0.6,433.85,
INSP00443,B030,M01091,Routing Verification,Synthetic inspection triggered by risk flags on the material record.,2025-10-26T02:02:00,,Open,1.8,424.22,
INSP00444,B030,M01092,Treatment Information Verification,Synthetic inspection triggered by risk flags on the material record.,2025-10-27T21:02:00,,Open,3.3,181.80,
INSP00445,B030,M01093,Routing Verification,Synthetic inspection triggered by risk flags on the material record.,2025-10-24T18:02:00,,Open,3.1,126.48,
INSP00446,B030,M01094,Manual Material Review,Synthetic inspection triggered by risk flags on the material record.,2025-10-28T23:02:00,,Open,2.0,233.56,
INSP00447,B030,M01095,Manual Material Review,Synthetic inspection triggered by risk flags on the material record.,2025-10-24T19:02:00,,Open,2.1,100.79,
INSP00448,B030,M01096,Treatment Information Verification,Synthetic inspection triggered by risk flags on the material record.,2025-10-26T23:02:00,,Open,1.0,151.35,
INSP00449,B030,M01097,Quality Verification,Synthetic inspection triggered by risk flags on the material record.,2025-10-25T23:02:00,,Open,3.4,443.76,
INSP00450,B030,M01098,Manual Material Review,Synthetic inspection triggered by risk flags on the material record.,2025-10-25T22:02:00,,Open,2.8,337.06,
INSP00451,B033,M01133,Record Review,Synthetic inspection triggered by risk flags on the material record.,2025-11-30T01:16:00,2025-12-02T01:16:00,Completed,1.3,231.54,Still Unresolved
INSP00452,B033,M01134,Treatment Information Verification,Synthetic inspection triggered by risk flags on the material record.,2025-11-30T20:16:00,2025-12-04T20:16:00,Completed,1.5,342.18,Still Unresolved
INSP00453,B033,M01135,Routing Verification,Synthetic inspection triggered by risk flags on the material record.,2025-11-27T20:16:00,2025-11-29T20:16:00,Completed,0.6,440.10,Still Unresolved
INSP00454,B033,M01136,Treatment Information Verification,Synthetic inspection triggered by risk flags on the material record.,2025-11-28T00:16:00,2025-12-01T00:16:00,Completed,2.4,377.70,Still Unresolved
INSP00455,B033,M01137,Quality Verification,Synthetic inspection triggered by risk flags on the material record.,2025-11-30T19:16:00,2025-12-06T19:16:00,Completed,2.4,266.67,Still Unresolved
INSP00456,B033,M01138,Routing Verification,Synthetic inspection triggered by risk flags on the material record.,2025-11-30T01:16:00,2025-12-05T01:16:00,Completed,0.8,102.34,Still Unresolved
INSP00457,B033,M01139,Routing Verification,Synthetic inspection triggered by risk flags on the material record.,2025-11-30T18:16:00,2025-12-02T18:16:00,Completed,1.7,414.63,Still Unresolved
INSP00458,B033,M01140,Treatment Information Verification,Synthetic inspection triggered by risk flags on the material record.,2025-11-27T02:16:00,2025-12-02T02:16:00,Completed,2.5,383.09,Still Unresolved
INSP00459,B033,M01141,Routing Verification,Synthetic inspection triggered by risk flags on the material record.,2025-11-28T21:16:00,2025-12-04T21:16:00,Completed,2.7,344.77,Still Unresolved
INSP00460,B033,M01142,Quality Verification,Synthetic inspection triggered by risk flags on the material record.,2025-11-30T00:16:00,2025-12-02T00:16:00,Completed,1.7,380.50,Still Unresolved
INSP00461,B033,M01143,Record Review,Synthetic inspection triggered by risk flags on the material record.,2025-12-01T01:16:00,2025-12-04T01:16:00,Completed,0.8,239.65,Still Unresolved
INSP00462,B033,M01144,Routing Verification,Synthetic inspection triggered by risk flags on the material record.,2025-11-30T23:16:00,2025-12-04T23:16:00,Completed,2.2,196.44,Still Unresolved
INSP00463,B034,M01145,Routing Verification,Synthetic inspection triggered by risk flags on the material record.,2025-12-06T18:38:00,,Open,3.8,444.47,
INSP00464,B034,M01146,Record Review,Synthetic inspection triggered by risk flags on the material record.,2025-12-05T02:38:00,,Open,2.5,418.25,
INSP00465,B034,M01147,Record Review,Synthetic inspection triggered by risk flags on the material record.,2025-12-09T02:38:00,,Open,2.2,412.62,
INSP00466,B034,M01148,Treatment Information Verification,Synthetic inspection triggered by risk flags on the material record.,2025-12-06T18:38:00,,Open,0.8,15.96,
INSP00467,B034,M01149,Quality Verification,Synthetic inspection triggered by risk flags on the material record.,2025-12-07T00:38:00,,Open,1.4,382.39,
INSP00468,B034,M01150,Manual Material Review,Synthetic inspection triggered by risk flags on the material record.,2025-12-05T01:38:00,,Open,1.4,442.17,
INSP00469,B034,M01151,Record Review,Synthetic inspection triggered by risk flags on the material record.,2025-12-05T20:38:00,,Open,2.1,15.08,
INSP00470,B034,M01152,Quality Verification,Synthetic inspection triggered by risk flags on the material record.,2025-12-08T00:38:00,,Open,3.8,361.14,
INSP00471,B034,M01153,Routing Verification,Synthetic inspection triggered by risk flags on the material record.,2025-12-07T02:38:00,,Open,2.5,378.27,
INSP00472,B034,M01154,Record Review,Synthetic inspection triggered by risk flags on the material record.,2025-12-08T19:38:00,,Open,1.2,184.84,
INSP00473,B034,M01155,Routing Verification,Synthetic inspection triggered by risk flags on the material record.,2025-12-07T00:38:00,,Open,3.5,444.69,
INSP00474,B034,M01156,Routing Verification,Synthetic inspection triggered by risk flags on the material record.,2025-12-07T02:38:00,,Open,3.5,61.09,
INSP00475,B034,M01157,Quality Verification,Synthetic inspection triggered by risk flags on the material record.,2025-12-07T22:38:00,,Open,1.1,446.60,
INSP00476,B034,M01158,Treatment Information Verification,Synthetic inspection triggered by risk flags on the material record.,2025-12-06T02:38:00,,Open,2.7,238.16,
INSP00477,B034,M01159,Treatment Information Verification,Synthetic inspection triggered by risk flags on the material record.,2025-12-05T20:38:00,,Open,2.3,340.08,
INSP00478,B034,M01160,Record Review,Synthetic inspection triggered by risk flags on the material record.,2025-12-09T01:38:00,,Open,3.5,58.52,
INSP00479,B036,M01254,Routing Verification,Synthetic inspection triggered by risk flags on the material record.,2025-12-26T19:47:00,2025-12-30T19:47:00,Completed,1.0,436.81,Still Unresolved
INSP00480,B036,M01255,Manual Material Review,Synthetic inspection triggered by risk flags on the material record.,2025-12-25T15:47:00,2025-12-27T15:47:00,Completed,0.6,61.93,Still Unresolved
INSP00481,B036,M01256,Treatment Information Verification,Synthetic inspection triggered by risk flags on the material record.,2025-12-24T20:47:00,2025-12-30T20:47:00,Completed,3.5,287.43,Still Unresolved
INSP00482,B036,M01257,Routing Verification,Synthetic inspection triggered by risk flags on the material record.,2025-12-25T19:47:00,2025-12-31T19:47:00,Completed,4.0,112.10,Still Unresolved
INSP00483,B036,M01258,Routing Verification,Synthetic inspection triggered by risk flags on the material record.,2025-12-24T16:47:00,2025-12-29T16:47:00,Completed,3.1,154.74,Still Unresolved
INSP00484,B036,M01259,Quality Verification,Synthetic inspection triggered by risk flags on the material record.,2025-12-26T17:47:00,2025-12-28T17:47:00,Completed,3.3,283.70,Still Unresolved
INSP00485,B036,M01260,Manual Material Review,Synthetic inspection triggered by risk flags on the material record.,2025-12-22T19:47:00,2025-12-25T19:47:00,Completed,2.4,196.95,Still Unresolved
INSP00486,B036,M01261,Routing Verification,Synthetic inspection triggered by risk flags on the material record.,2025-12-23T16:47:00,2025-12-25T16:47:00,Completed,1.4,360.57,Still Unresolved
INSP00487,B036,M01262,Quality Verification,Synthetic inspection triggered by risk flags on the material record.,2025-12-26T18:47:00,2025-12-30T18:47:00,Completed,2.5,314.32,Still Unresolved
INSP00488,B036,M01263,Treatment Information Verification,Synthetic inspection triggered by risk flags on the material record.,2025-12-24T18:47:00,2025-12-27T18:47:00,Completed,1.6,19.75,Still Unresolved
INSP00489,B036,M01264,Routing Verification,Synthetic inspection triggered by risk flags on the material record.,2025-12-24T17:47:00,2025-12-29T17:47:00,Completed,3.2,175.88,Still Unresolved
INSP00490,B036,M01265,Manual Material Review,Synthetic inspection triggered by risk flags on the material record.,2025-12-26T16:47:00,2025-12-29T16:47:00,Completed,2.0,376.01,Still Unresolved
