material_id,batch_id,estimated_weight_kg,species,material_form,former_use,known_treatment_status,surface_condition,record_completeness,requires_inspection,special_handling_flag,initial_recovery_grade,recovery_grade,current_route,resolution_status,output_date
M00625,B019,191.7,Cypress Pine,Flooring,Flooring strip,Surface Coating Recorded,Fair,Critical Information Missing,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-07-12
M00626,B019,789.5,Unknown / Mixed,Mixed Salvage,Assorted recovered timber,Adhesive / Composite Concern,Fair,Critical Information Missing,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-07-12
M00627,B019,2036.2,Blackbutt,Beam,Racking beam,No Treatment Recorded,Poor,Critical Information Missing,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-07-12
M00628,B019,2489.0,Cypress Pine,Beam,Racking beam,Unknown,Good,Partial,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-07-12
M00629,B019,3154.7,Radiata Pine,Beam,Portal frame member,No Treatment Recorded,Poor,Partial,Yes,No,Feedstock,Feedstock,Board Feedstock,Output,2025-07-12
M00630,B019,1593.4,Unknown / Mixed,Beam,Floor joist,Surface Coating Recorded,Severely Degraded,Complete,Yes,No,Feedstock,Feedstock,Board Feedstock,Output,2025-07-12
M00631,B019,173.7,Cypress Pine,Board,Formwork board,No Treatment Recorded,Poor,Complete,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-07-12
M00632,B019,274.6,Messmate,Cladding,Fascia board,No Treatment Recorded,Fair,Partial,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-07-12
M00633,B019,111.7,Cypress Pine,Board,Formwork board,Known Treatment Recorded,Good,Critical Information Missing,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-07-12
M00634,B019,293.8,Radiata Pine,Mixed Salvage,Mixed salvage lot,Unknown,Fair,Critical Information Missing,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-07-12
M00635,B019,1979.5,Cypress Pine,Structural Member,Purlin,Surface Coating Recorded,Good,Complete,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-07-12
M00636,B019,576.7,Cypress Pine,Mixed Salvage,Assorted recovered timber,Known Treatment Recorded,Good,Partial,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-07-12
M00637,B019,298.0,Oregon,Board,Sawn board,Known Treatment Recorded,Fair,Partial,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-07-12
M00638,B019,249.4,Messmate,Flooring,Floor board,Unknown,Fair,Partial,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-07-12
M00639,B019,879.6,Mixed Hardwood,Structural Member,Purlin,Conflicting Record,Fair,Complete,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-07-12
M00640,B019,3389.0,Cypress Pine,Beam,Portal frame member,Known Treatment Recorded,Fair,Critical Information Missing,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-07-12
M00641,B019,754.0,Radiata Pine,Board,Sawn board,Adhesive / Composite Concern,Good,Partial,Yes,Yes,Feedstock,Feedstock,Special Handling,Output,2025-07-12
M00642,B019,1159.0,Oregon,Cladding,Fascia board,Surface Coating Recorded,Severely Degraded,Critical Information Missing,Yes,No,Feedstock,Feedstock,Residual / Disposal,Output,2025-07-12
M00643,B020,2543.5,Unknown / Mixed,Beam,Floor joist,No Treatment Recorded,Fair,Complete,No,No,Premium,Premium,Higher-value Recovery,Output,2025-07-29
M00644,B020,322.0,Spotted Gum,Flooring,Decking board,Surface Coating Recorded,Poor,Complete,No,No,Premium,Premium,Higher-value Recovery,Output,2025-07-29
M00645,B020,485.5,Unknown / Mixed,Cladding,Cladding panel,Unknown,Poor,Complete,No,No,Premium,Premium,Higher-value Recovery,Output,2025-07-29
M00646,B020,822.2,Radiata Pine,Mixed Salvage,Assorted recovered timber,Known Treatment Recorded,Poor,Complete,Yes,No,Character,Character,Higher-value Recovery,Output,2025-07-29
M00647,B020,987.2,Blackbutt,Post,Verandah post,No Treatment Recorded,Fair,Partial,No,No,Character,Character,Higher-value Recovery,Output,2025-07-29
M00648,B020,1792.5,Sydney Blue Gum,Structural Member,Wall stud,Known Treatment Recorded,Fair,Complete,No,No,Character,Character,Higher-value Recovery,Output,2025-07-29
M00649,B020,1057.2,Unknown / Mixed,Structural Member,Purlin,No Treatment Recorded,Fair,Partial,No,No,Character,Character,Higher-value Recovery,Output,2025-07-29
M00650,B020,431.9,Oregon,Board,Fence palings,No Treatment Recorded,Fair,Complete,No,No,Character,Character,Higher-value Recovery,Output,2025-07-29
M00651,B020,315.0,Unknown / Mixed,Post,Structural post,Adhesive / Composite Concern,Fair,Complete,Yes,Yes,Character,Character,Special Handling,Output,2025-07-29
M00652,B020,655.0,Cypress Pine,Structural Member,Roof rafter,No Treatment Recorded,Poor,Partial,No,No,Character,Rustic,Board Feedstock,Output,2025-07-29
M00653,B020,894.3,Unknown / Mixed,Post,Verandah post,No Treatment Recorded,Poor,Complete,Yes,No,Rustic,Rustic,Board Feedstock,Output,2025-07-29
M00654,B020,2860.6,Spotted Gum,Beam,Roof beam,No Treatment Recorded,Fair,Complete,No,No,Rustic,Rustic,Board Feedstock,Output,2025-07-29
M00655,B020,299.4,Messmate,Other,Miscellaneous timber,No Treatment Recorded,Poor,Complete,No,No,Rustic,Rustic,Board Feedstock,Output,2025-07-29
M00656,B020,552.0,Unknown / Mixed,Other,Shelving,Conflicting Record,Fair,Complete,No,No,Rustic,Rustic,Board Feedstock,Output,2025-07-29
M00657,B020,1816.3,Mixed Hardwood,Structural Member,Purlin,No Treatment Recorded,Fair,Partial,No,No,Rustic,Rustic,Board Feedstock,Output,2025-07-29
M00658,B020,239.3,Oregon,Other,Joinery offcut,Known Treatment Recorded,Fair,Complete,No,No,Rustic,Rustic,Board Feedstock,Output,2025-07-29
M00659,B020,579.1,Unknown / Mixed,Mixed Salvage,Assorted recovered timber,Unknown,Good,Complete,No,No,Rustic,Rustic,Board Feedstock,Output,2025-07-29
M00660,B020,778.0,Messmate,Beam,Racking beam,Unknown,Poor,Complete,Yes,No,Rustic,Feedstock,Board Feedstock,Output,2025-07-29
M00661,B020,137.7,Blackbutt,Board,Formwork board,No Treatment Recorded,Fair,Partial,Yes,No,Feedstock,Feedstock,Board Feedstock,Output,2025-07-29
M00662,B020,1794.0,Radiata Pine,Beam,Racking beam,No Treatment Recorded,Good,Complete,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-07-29
M00663,B020,640.3,Ironbark,Structural Member,Wall stud,Adhesive / Composite Concern,Good,Complete,Yes,No,Feedstock,Feedstock,Board Feedstock,Output,2025-07-29
M00664,B020,345.8,Unknown / Mixed,Other,Shelving,Known Treatment Recorded,Good,Partial,Yes,No,Feedstock,Feedstock,Board Feedstock,Output,2025-07-29
M00665,B020,1370.8,Ironbark,Structural Member,Purlin,Conflicting Record,Fair,Complete,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-07-29
M00666,B020,943.9,Radiata Pine,Structural Member,Wall stud,Known Treatment Recorded,Fair,Complete,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-07-29
M00667,B020,2346.3,Sydney Blue Gum,Beam,Racking beam,Conflicting Record,Good,Complete,Yes,No,Feedstock,Feedstock,Board Feedstock,Output,2025-07-29
M00668,B020,871.4,Messmate,Structural Member,Roof rafter,No Treatment Recorded,Fair,Critical Information Missing,Yes,No,Feedstock,Feedstock,Board Feedstock,Output,2025-07-29
M00669,B020,133.6,Messmate,Mixed Salvage,Mixed salvage lot,Unknown,Fair,Partial,Yes,No,Feedstock,Feedstock,Board Feedstock,Output,2025-07-29
M00670,B020,1084.2,Oregon,Post,Fence post,Adhesive / Composite Concern,Severely Degraded,Partial,Yes,No,Feedstock,Feedstock,Board Feedstock,Output,2025-07-29
M00671,B020,558.0,Cypress Pine,Other,Joinery offcut,Surface Coating Recorded,Poor,Complete,Yes,Yes,Feedstock,Feedstock,Special Handling,Output,2025-07-29
M00672,B020,1043.0,Spotted Gum,Board,Dunnage,No Treatment Recorded,Severely Degraded,Complete,Yes,No,Feedstock,Feedstock,Residual / Disposal,Output,2025-07-29
M00673,B021,118.3,Unknown / Mixed,Cladding,Fascia board,No Treatment Recorded,Good,Partial,No,No,Premium,Premium,Higher-value Recovery,Output,2025-08-03
M00674,B021,125.6,Oregon,Board,Sawn board,No Treatment Recorded,Severely Degraded,Complete,Yes,No,Premium,Premium,Higher-value Recovery,Output,2025-08-03
M00675,B021,122.6,Cypress Pine,Board,Sawn board,Surface Coating Recorded,Good,Complete,No,No,Premium,Premium,Higher-value Recovery,Output,2025-08-03
M00676,B021,780.2,Mountain Ash,Structural Member,Wall stud,Known Treatment Recorded,Good,Complete,No,No,Premium,Premium,Higher-value Recovery,Output,2025-08-03
M00677,B021,451.1,Oregon,Mixed Salvage,Assorted recovered timber,Unknown,Good,Partial,No,No,Premium,Premium,Higher-value Recovery,Output,2025-08-03
M00678,B021,324.8,Messmate,Board,Sawn board,No Treatment Recorded,Good,Complete,No,No,Premium,Premium,Higher-value Recovery,Output,2025-08-03
M00679,B021,3086.8,Spotted Gum,Beam,Floor joist,Unknown,Good,Partial,No,No,Premium,Premium,Higher-value Recovery,Output,2025-08-03
M00680,B021,386.2,Mixed Hardwood,Mixed Salvage,Mixed salvage lot,Adhesive / Composite Concern,Good,Complete,No,No,Premium,Premium,Higher-value Recovery,Output,2025-08-03
M00681,B021,2356.7,Unknown / Mixed,Beam,Portal frame member,Known Treatment Recorded,Good,Partial,No,No,Premium,Premium,Higher-value Recovery,Output,2025-08-03
M00682,B021,2517.7,Unknown / Mixed,Beam,Roof beam,Known Treatment Recorded,Fair,Complete,Yes,No,Premium,Premium,Higher-value Recovery,Output,2025-08-03
M00683,B021,1578.6,Unknown / Mixed,Structural Member,Purlin,Unknown,Good,Complete,Yes,No,Character,Character,Higher-value Recovery,Output,2025-08-03
M00684,B021,2104.5,Unknown / Mixed,Beam,Portal frame member,No Treatment Recorded,Good,Complete,No,No,Character,Character,Higher-value Recovery,Output,2025-08-03
M00685,B021,139.0,Unknown / Mixed,Board,Formwork board,Adhesive / Composite Concern,Fair,Complete,No,No,Character,Character,Higher-value Recovery,Output,2025-08-03
M00686,B021,979.0,Blackbutt,Structural Member,Purlin,Adhesive / Composite Concern,Poor,Complete,No,No,Character,Character,Higher-value Recovery,Output,2025-08-03
M00687,B021,164.5,Mixed Hardwood,Board,Fence palings,Surface Coating Recorded,Good,Complete,No,No,Character,Character,Higher-value Recovery,Output,2025-08-03
M00688,B021,598.3,Sydney Blue Gum,Mixed Salvage,Assorted recovered timber,Unknown,Good,Complete,No,No,Character,Character,Higher-value Recovery,Output,2025-08-03
M00689,B021,344.0,Messmate,Board,Dunnage,No Treatment Recorded,Fair,Critical Information Missing,Yes,No,Character,Character,Higher-value Recovery,Output,2025-08-03
M00690,B021,1334.7,Sydney Blue Gum,Beam,Portal frame member,No Treatment Recorded,Fair,Partial,No,No,Character,Character,Higher-value Recovery,Output,2025-08-03
M00691,B021,1036.0,Blackbutt,Post,Fence post,Surface Coating Recorded,Good,Complete,No,No,Character,Character,Higher-value Recovery,Output,2025-08-03
M00692,B021,881.6,Ironbark,Structural Member,Truss member,Surface Coating Recorded,Good,Complete,No,No,Character,Character,Higher-value Recovery,Output,2025-08-03
M00693,B021,1878.8,Messmate,Beam,Racking beam,Unknown,Good,Complete,Yes,No,Character,Character,Higher-value Recovery,Output,2025-08-03
M00694,B021,1385.0,Radiata Pine,Board,Formwork board,Adhesive / Composite Concern,Good,Complete,Yes,Yes,Character,Character,Special Handling,Output,2025-08-03
M00695,B021,1252.0,Sydney Blue Gum,Structural Member,Truss member,Known Treatment Recorded,Poor,Complete,No,No,Character,Rustic,Board Feedstock,Output,2025-08-03
M00696,B021,177.3,Unknown / Mixed,Board,Formwork board,Known Treatment Recorded,Fair,Critical Information Missing,No,No,Rustic,Rustic,Board Feedstock,Output,2025-08-03
M00697,B021,3813.8,Oregon,Beam,Racking beam,No Treatment Recorded,Fair,Complete,No,No,Rustic,Rustic,Board Feedstock,Output,2025-08-03
M00698,B021,141.5,Messmate,Flooring,Flooring strip,Surface Coating Recorded,Good,Critical Information Missing,No,No,Rustic,Rustic,Board Feedstock,Output,2025-08-03
M00699,B021,1779.0,Sydney Blue Gum,Post,Structural post,Known Treatment Recorded,Fair,Critical Information Missing,No,No,Rustic,Rustic,Board Feedstock,Output,2025-08-03
M00700,B021,64.7,Oregon,Flooring,Decking board,Adhesive / Composite Concern,Good,Complete,Yes,No,Rustic,Rustic,Board Feedstock,Output,2025-08-03
M00701,B021,386.6,Blackbutt,Mixed Salvage,Mixed salvage lot,Surface Coating Recorded,Good,Critical Information Missing,No,No,Rustic,Rustic,Board Feedstock,Output,2025-08-03
M00702,B021,194.1,Messmate,Flooring,Decking board,No Treatment Recorded,Poor,Partial,No,No,Rustic,Rustic,Board Feedstock,Output,2025-08-03
M00703,B021,99.4,Radiata Pine,Board,Fence palings,Surface Coating Recorded,Poor,Complete,No,No,Rustic,Rustic,Board Feedstock,Output,2025-08-03
M00704,B021,1224.7,Radiata Pine,Structural Member,Truss member,Known Treatment Recorded,Fair,Complete,No,No,Rustic,Rustic,Board Feedstock,Output,2025-08-03
M00705,B021,2557.2,Mountain Ash,Beam,Racking beam,Adhesive / Composite Concern,Good,Complete,No,No,Rustic,Rustic,Board Feedstock,Output,2025-08-03
M00706,B021,408.7,Mixed Hardwood,Board,Fence palings,Surface Coating Recorded,Fair,Partial,No,No,Rustic,Rustic,Board Feedstock,Output,2025-08-03
M00707,B021,1487.0,Mountain Ash,Cladding,Fascia board,No Treatment Recorded,Poor,Complete,No,No,Rustic,Feedstock,Board Feedstock,Output,2025-08-03
M00708,B021,2080.7,Unknown / Mixed,Beam,Racking beam,No Treatment Recorded,Fair,Partial,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-08-03
M00709,B021,2166.6,Cypress Pine,Beam,Floor joist,Surface Coating Recorded,Good,Complete,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-08-03
M00710,B021,847.7,Mixed Hardwood,Structural Member,Truss member,Surface Coating Recorded,Fair,Critical Information Missing,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-08-03
M00711,B021,196.1,Cypress Pine,Cladding,Fascia board,Known Treatment Recorded,Fair,Partial,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-08-03
M00712,B021,271.1,Unknown / Mixed,Mixed Salvage,Assorted recovered timber,No Treatment Recorded,Good,Complete,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-08-03
M00713,B021,167.3,Sydney Blue Gum,Board,Dunnage,Known Treatment Recorded,Fair,Complete,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-08-03
M00714,B021,1065.5,Mixed Hardwood,Beam,Racking beam,No Treatment Recorded,Good,Complete,Yes,No,Feedstock,Feedstock,Board Feedstock,Output,2025-08-03
M00715,B021,965.0,Spotted Gum,Board,Dunnage,Adhesive / Composite Concern,Poor,Critical Information Missing,Yes,Yes,Feedstock,Feedstock,Special Handling,Output,2025-08-03
M00716,B021,1037.5,Radiata Pine,Beam,Floor joist,No Treatment Recorded,Severely Degraded,Complete,Yes,No,Feedstock,Feedstock,Residual / Disposal,Output,2025-08-03
M00717,B021,622.5,Unknown / Mixed,Structural Member,Purlin,Known Treatment Recorded,Severely Degraded,Complete,Yes,No,Feedstock,Feedstock,Residual / Disposal,Output,2025-08-03
M00718,B022,134.7,Ironbark,Flooring,Decking board,No Treatment Recorded,Severely Degraded,Complete,Yes,No,Premium,Premium,Higher-value Recovery,Output,2025-08-15
M00719,B022,244.1,Oregon,Cladding,Weatherboard,Conflicting Record,Good,Complete,Yes,No,Premium,Premium,Higher-value Recovery,Output,2025-08-15
M00720,B022,234.7,Mixed Hardwood,Board,Dunnage,Surface Coating Recorded,Good,Complete,No,No,Premium,Premium,Higher-value Recovery,Output,2025-08-15
M00721,B022,819.1,Ironbark,Post,Structural post,Surface Coating Recorded,Poor,Complete,No,No,Premium,Premium,Higher-value Recovery,Output,2025-08-15
M00722,B022,315.9,Unknown / Mixed,Board,Fence palings,No Treatment Recorded,Fair,Complete,No,No,Premium,Premium,Higher-value Recovery,Output,2025-08-15
M00723,B022,307.8,Sydney Blue Gum,Mixed Salvage,Mixed salvage lot,Surface Coating Recorded,Fair,Partial,Yes,No,Premium,Premium,Higher-value Recovery,Output,2025-08-15
M00724,B022,1579.6,Oregon,Beam,Portal frame member,Known Treatment Recorded,Fair,Complete,No,No,Premium,Premium,Higher-value Recovery,Output,2025-08-15
M00725,B022,158.6,Messmate,Cladding,Weatherboard,Known Treatment Recorded,Good,Complete,No,No,Premium,Premium,Higher-value Recovery,Output,2025-08-15
M00726,B022,1061.8,Mountain Ash,Post,Structural post,Unknown,Fair,Complete,No,No,Premium,Premium,Higher-value Recovery,Output,2025-08-15
M00727,B022,2946.6,Blackbutt,Beam,Racking beam,Known Treatment Recorded,Good,Complete,No,No,Premium,Premium,Higher-value Recovery,Output,2025-08-15
M00728,B022,2049.4,Cypress Pine,Structural Member,Roof rafter,No Treatment Recorded,Good,Complete,No,No,Premium,Premium,Higher-value Recovery,Output,2025-08-15
M00729,B022,1344.2,Spotted Gum,Post,Structural post,Surface Coating Recorded,Good,Complete,Yes,No,Premium,Premium,Higher-value Recovery,Output,2025-08-15
M00730,B022,1573.5,Spotted Gum,Post,Structural post,Known Treatment Recorded,Fair,Complete,No,No,Premium,Premium,Higher-value Recovery,Output,2025-08-15
M00731,B022,282.6,Messmate,Flooring,Decking board,Conflicting Record,Poor,Complete,No,No,Character,Character,Higher-value Recovery,Output,2025-08-15
M00732,B022,313.4,Mixed Hardwood,Cladding,Cladding panel,Conflicting Record,Good,Partial,Yes,No,Character,Character,Higher-value Recovery,Output,2025-08-15
M00733,B022,395.8,Oregon,Other,Shelving,Unknown,Good,Complete,No,No,Character,Character,Higher-value Recovery,Output,2025-08-15
M00734,B022,194.8,Unknown / Mixed,Board,Dunnage,No Treatment Recorded,Fair,Complete,No,No,Character,Character,Higher-value Recovery,Output,2025-08-15
M00735,B022,143.6,Spotted Gum,Board,Sawn board,No Treatment Recorded,Good,Complete,No,No,Character,Character,Higher-value Recovery,Output,2025-08-15
M00736,B022,968.8,Mountain Ash,Post,Structural post,Surface Coating Recorded,Good,Complete,No,No,Character,Character,Higher-value Recovery,Output,2025-08-15
M00737,B022,1731.9,Spotted Gum,Beam,Roof beam,No Treatment Recorded,Poor,Complete,No,No,Character,Character,Higher-value Recovery,Output,2025-08-15
M00738,B022,3328.5,Ironbark,Beam,Roof beam,No Treatment Recorded,Fair,Complete,No,No,Character,Character,Higher-value Recovery,Output,2025-08-15
M00739,B022,2118.6,Unknown / Mixed,Structural Member,Wall stud,Known Treatment Recorded,Good,Complete,No,No,Character,Character,Higher-value Recovery,Output,2025-08-15
M00740,B022,823.0,Radiata Pine,Board,Dunnage,No Treatment Recorded,Good,Complete,Yes,Yes,Character,Character,Special Handling,Output,2025-08-15
M00741,B022,897.0,Sydney Blue Gum,Board,Sawn board,No Treatment Recorded,Poor,Partial,No,No,Character,Rustic,Board Feedstock,Output,2025-08-15
M00742,B022,86.1,Cypress Pine,Board,Sawn board,No Treatment Recorded,Poor,Complete,No,No,Rustic,Rustic,Board Feedstock,Output,2025-08-15
M00743,B022,183.4,Blackbutt,Flooring,Flooring strip,No Treatment Recorded,Poor,Complete,No,No,Rustic,Rustic,Board Feedstock,Output,2025-08-15
M00744,B022,862.8,Cypress Pine,Structural Member,Truss member,No Treatment Recorded,Good,Complete,Yes,No,Rustic,Rustic,Board Feedstock,Output,2025-08-15
M00745,B022,611.6,Ironbark,Structural Member,Truss member,Adhesive / Composite Concern,Good,Critical Information Missing,No,No,Rustic,Rustic,Board Feedstock,Output,2025-08-15
M00746,B022,1353.9,Messmate,Beam,Floor joist,Known Treatment Recorded,Poor,Complete,No,No,Rustic,Rustic,Board Feedstock,Output,2025-08-15
M00747,B022,1696.3,Oregon,Beam,Racking beam,Known Treatment Recorded,Good,Complete,No,No,Rustic,Rustic,Board Feedstock,Output,2025-08-15
M00748,B022,2190.9,Radiata Pine,Beam,Portal frame member,No Treatment Recorded,Fair,Complete,No,No,Rustic,Rustic,Board Feedstock,Output,2025-08-15
M00749,B022,1065.0,Spotted Gum,Structural Member,Wall stud,No Treatment Recorded,Poor,Partial,No,No,Rustic,Feedstock,Board Feedstock,Output,2025-08-15
M00750,B022,96.3,Oregon,Flooring,Floor board,No Treatment Recorded,Good,Complete,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-08-15
M00751,B022,1703.4,Ironbark,Post,Fence post,Known Treatment Recorded,Good,Partial,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-08-15
M00752,B022,280.6,Sydney Blue Gum,Flooring,Floor board,No Treatment Recorded,Good,Critical Information Missing,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-08-15
M00753,B022,2249.1,Unknown / Mixed,Beam,Roof beam,Known Treatment Recorded,Fair,Complete,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-08-15
M00754,B022,995.6,Mountain Ash,Structural Member,Purlin,No Treatment Recorded,Good,Complete,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-08-15
M00755,B022,529.0,Ironbark,Structural Member,Truss member,Adhesive / Composite Concern,Poor,Partial,Yes,Yes,Feedstock,Feedstock,Special Handling,Output,2025-08-15
M00756,B022,1428.0,Spotted Gum,Board,Dunnage,Known Treatment Recorded,Severely Degraded,Complete,Yes,No,Feedstock,Feedstock,Residual / Disposal,Output,2025-08-15
M00757,B023,1216.4,Spotted Gum,Structural Member,Wall stud,Surface Coating Recorded,Good,Complete,Yes,No,Premium,Premium,Higher-value Recovery,Output,2025-09-08
M00758,B023,754.6,Blackbutt,Structural Member,Truss member,Adhesive / Composite Concern,Poor,Partial,Yes,No,Premium,Premium,Higher-value Recovery,Output,2025-09-08
M00759,B023,2289.8,Cypress Pine,Beam,Racking beam,Surface Coating Recorded,Severely Degraded,Complete,Yes,No,Character,Character,Higher-value Recovery,Output,2025-09-08
M00760,B023,274.9,Unknown / Mixed,Cladding,Fascia board,Unknown,Severely Degraded,Complete,Yes,No,Character,Character,Higher-value Recovery,Output,2025-09-08
M00761,B023,547.3,Unknown / Mixed,Board,Sawn board,No Treatment Recorded,Poor,Complete,No,No,Character,Character,Higher-value Recovery,Output,2025-09-08
M00762,B023,449.0,Spotted Gum,Flooring,Decking board,No Treatment Recorded,Poor,Complete,Yes,Yes,Character,Character,Special Handling,Output,2025-09-08
M00763,B023,1417.0,Sydney Blue Gum,Flooring,Flooring strip,No Treatment Recorded,Poor,Complete,No,No,Character,Rustic,Board Feedstock,Output,2025-09-08
M00764,B023,797.9,Radiata Pine,Board,Formwork board,Surface Coating Recorded,Poor,Critical Information Missing,No,No,Rustic,Rustic,Board Feedstock,Output,2025-09-08
M00765,B023,919.2,Spotted Gum,Board,Dunnage,No Treatment Recorded,Severely Degraded,Partial,Yes,No,Rustic,Rustic,Board Feedstock,Output,2025-09-08
M00766,B023,3117.3,Oregon,Post,Verandah post,Adhesive / Composite Concern,Good,Critical Information Missing,No,No,Rustic,Rustic,Board Feedstock,Output,2025-09-08
M00767,B023,400.9,Unknown / Mixed,Board,Sawn board,Known Treatment Recorded,Severely Degraded,Complete,Yes,No,Rustic,Rustic,Board Feedstock,Output,2025-09-08
M00768,B023,246.7,Mixed Hardwood,Flooring,Decking board,Unknown,Good,Partial,Yes,No,Rustic,Rustic,Board Feedstock,Output,2025-09-08
M00769,B023,128.7,Spotted Gum,Board,Formwork board,No Treatment Recorded,Poor,Partial,Yes,No,Rustic,Feedstock,Board Feedstock,Output,2025-09-08
M00770,B023,1553.3,Cypress Pine,Beam,Racking beam,Conflicting Record,Poor,Partial,Yes,No,Rustic,Feedstock,Board Feedstock,Output,2025-09-08
M00771,B023,263.5,Messmate,Other,Joinery offcut,Unknown,Good,Partial,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-09-08
M00772,B023,1470.3,Sydney Blue Gum,Structural Member,Truss member,Unknown,Good,Complete,Yes,No,Feedstock,Feedstock,Board Feedstock,Output,2025-09-08
M00773,B023,2213.1,Mountain Ash,Structural Member,Wall stud,Surface Coating Recorded,Good,Partial,Yes,No,Feedstock,Feedstock,Board Feedstock,Output,2025-09-08
M00774,B023,149.6,Cypress Pine,Board,Dunnage,No Treatment Recorded,Poor,Complete,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-09-08
M00775,B023,270.0,Oregon,Cladding,Fascia board,Known Treatment Recorded,Poor,Complete,Yes,No,Feedstock,Feedstock,Board Feedstock,Output,2025-09-08
M00776,B023,873.2,Cypress Pine,Post,Fence post,Unknown,Severely Degraded,Complete,Yes,No,Feedstock,Feedstock,Board Feedstock,Output,2025-09-08
M00777,B023,1810.4,Cypress Pine,Beam,Portal frame member,No Treatment Recorded,Fair,Critical Information Missing,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-09-08
M00778,B023,300.6,Mountain Ash,Board,Dunnage,Unknown,Severely Degraded,Partial,Yes,No,Feedstock,Feedstock,Board Feedstock,Output,2025-09-08
M00779,B023,1543.3,Oregon,Beam,Portal frame member,No Treatment Recorded,Fair,Complete,Yes,No,Feedstock,Feedstock,Board Feedstock,Output,2025-09-08
M00780,B023,1419.0,Unknown / Mixed,Structural Member,Purlin,Adhesive / Composite Concern,Severely Degraded,Critical Information Missing,Yes,Yes,Feedstock,Feedstock,Special Handling,Output,2025-09-08
M00781,B023,1648.3,Ironbark,Structural Member,Truss member,Unknown,Severely Degraded,Critical Information Missing,Yes,No,Feedstock,Feedstock,Residual / Disposal,Output,2025-09-08
M00782,B023,525.7,Oregon,Flooring,Floor board,Known Treatment Recorded,Severely Degraded,Partial,Yes,No,Feedstock,Feedstock,Residual / Disposal,Output,2025-09-08
M00783,B024,1140.2,Ironbark,Structural Member,Roof rafter,No Treatment Recorded,Severely Degraded,Complete,Yes,No,Premium,Premium,Higher-value Recovery,Output,2025-09-10
M00784,B024,122.7,Oregon,Board,Dunnage,Adhesive / Composite Concern,Good,Complete,No,No,Premium,Premium,Higher-value Recovery,Output,2025-09-10
M00785,B024,1052.0,Mountain Ash,Beam,Roof beam,Surface Coating Recorded,Fair,Complete,Yes,No,Premium,Premium,Higher-value Recovery,Output,2025-09-10
M00786,B024,1526.1,Mountain Ash,Beam,Floor joist,Adhesive / Composite Concern,Poor,Critical Information Missing,No,No,Premium,Premium,Higher-value Recovery,Output,2025-09-10
M00787,B024,3382.1,Radiata Pine,Beam,Racking beam,Adhesive / Composite Concern,Good,Complete,No,No,Character,Character,Higher-value Recovery,Output,2025-09-10
M00788,B024,302.3,Cypress Pine,Flooring,Floor board,No Treatment Recorded,Fair,Complete,No,No,Character,Character,Higher-value Recovery,Output,2025-09-10
M00789,B024,147.2,Sydney Blue Gum,Other,Shelving,Known Treatment Recorded,Good,Complete,No,No,Character,Character,Higher-value Recovery,Output,2025-09-10
M00790,B024,260.2,Unknown / Mixed,Board,Fence palings,Known Treatment Recorded,Fair,Complete,No,No,Character,Character,Higher-value Recovery,Output,2025-09-10
M00791,B024,1187.6,Oregon,Post,Verandah post,No Treatment Recorded,Poor,Complete,No,No,Character,Character,Higher-value Recovery,Output,2025-09-10
M00792,B024,503.6,Mixed Hardwood,Board,Formwork board,No Treatment Recorded,Poor,Partial,No,No,Character,Character,Higher-value Recovery,Output,2025-09-10
M00793,B024,414.0,Ironbark,Flooring,Floor board,Adhesive / Composite Concern,Fair,Complete,Yes,Yes,Character,Character,Special Handling,Output,2025-09-10
M00794,B024,751.0,Ironbark,Other,Joinery offcut,Unknown,Poor,Partial,Yes,No,Character,Rustic,Board Feedstock,Output,2025-09-10
